INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2025-06-07T00:00:00-00:00,2025-06-07T01:00:00-00:00,2025-06-06,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,33.70104,3
2025-06-06T23:00:00-00:00,2025-06-07T00:00:00-00:00,2025-06-06,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,26.86,3
2025-06-06T14:00:00-00:00,2025-06-06T15:00:00-00:00,2025-06-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,25.72351,3
2025-06-07T06:00:00-00:00,2025-06-07T07:00:00-00:00,2025-06-06,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,41.66587,3
2025-06-07T04:00:00-00:00,2025-06-07T05:00:00-00:00,2025-06-06,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,47.21812,3
2025-06-06T20:00:00-00:00,2025-06-06T21:00:00-00:00,2025-06-06,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,20.5252,3
2025-06-06T18:00:00-00:00,2025-06-06T19:00:00-00:00,2025-06-06,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,21.84728,3
2025-06-06T07:00:00-00:00,2025-06-06T08:00:00-00:00,2025-06-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,38.35658,3
2025-06-07T05:00:00-00:00,2025-06-07T06:00:00-00:00,2025-06-06,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,42.29138,3
2025-06-06T16:00:00-00:00,2025-06-06T17:00:00-00:00,2025-06-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,21.91005,3
2025-06-06T12:00:00-00:00,2025-06-06T13:00:00-00:00,2025-06-06,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,38.93768,3
2025-06-06T09:00:00-00:00,2025-06-06T10:00:00-00:00,2025-06-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,37.27866,3
2025-06-07T02:00:00-00:00,2025-06-07T03:00:00-00:00,2025-06-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,51.68958,3
2025-06-06T23:00:00-00:00,2025-06-07T00:00:00-00:00,2025-06-06,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,4
2025-06-07T01:00:00-00:00,2025-06-07T02:00:00-00:00,2025-06-06,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.57079,4
2025-06-06T16:00:00-00:00,2025-06-06T17:00:00-00:00,2025-06-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.3387,4
2025-06-06T21:00:00-00:00,2025-06-06T22:00:00-00:00,2025-06-06,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.72546,4
2025-06-06T19:00:00-00:00,2025-06-06T20:00:00-00:00,2025-06-06,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.4573,4
2025-06-06T12:00:00-00:00,2025-06-06T13:00:00-00:00,2025-06-06,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.42053,4
2025-06-06T17:00:00-00:00,2025-06-06T18:00:00-00:00,2025-06-06,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.54276,4
2025-06-06T10:00:00-00:00,2025-06-06T11:00:00-00:00,2025-06-06,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.42434,4
2025-06-06T22:00:00-00:00,2025-06-06T23:00:00-00:00,2025-06-06,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,4
2025-06-06T07:00:00-00:00,2025-06-06T08:00:00-00:00,2025-06-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.3874,4
2025-06-06T14:00:00-00:00,2025-06-06T15:00:00-00:00,2025-06-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.89775,4
2025-06-06T09:00:00-00:00,2025-06-06T10:00:00-00:00,2025-06-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.4287,4
2025-06-06T08:00:00-00:00,2025-06-06T09:00:00-00:00,2025-06-06,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.43045,4
2025-06-07T06:00:00-00:00,2025-06-07T07:00:00-00:00,2025-06-06,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.44166,4
2025-06-06T20:00:00-00:00,2025-06-06T21:00:00-00:00,2025-06-06,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,4
2025-06-06T18:00:00-00:00,2025-06-06T19:00:00-00:00,2025-06-06,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.55334,4
2025-06-07T02:00:00-00:00,2025-06-07T03:00:00-00:00,2025-06-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.07514,4
2025-06-06T15:00:00-00:00,2025-06-06T16:00:00-00:00,2025-06-06,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.27279,4
2025-06-07T00:00:00-00:00,2025-06-07T01:00:00-00:00,2025-06-06,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,4
2025-06-06T11:00:00-00:00,2025-06-06T12:00:00-00:00,2025-06-06,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.46334,4
2025-06-07T05:00:00-00:00,2025-06-07T06:00:00-00:00,2025-06-06,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.46943,4
2025-06-07T04:00:00-00:00,2025-06-07T05:00:00-00:00,2025-06-06,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.75549,4
2025-06-07T03:00:00-00:00,2025-06-07T04:00:00-00:00,2025-06-06,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.81176,4
2025-06-06T13:00:00-00:00,2025-06-06T14:00:00-00:00,2025-06-06,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.78023,4
2025-06-06T21:00:00-00:00,2025-06-06T22:00:00-00:00,2025-06-06,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T18:00:00-00:00,2025-06-06T19:00:00-00:00,2025-06-06,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T16:00:00-00:00,2025-06-06T17:00:00-00:00,2025-06-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T22:00:00-00:00,2025-06-06T23:00:00-00:00,2025-06-06,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T01:00:00-00:00,2025-06-07T02:00:00-00:00,2025-06-06,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T02:00:00-00:00,2025-06-07T03:00:00-00:00,2025-06-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T11:00:00-00:00,2025-06-06T12:00:00-00:00,2025-06-06,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T20:00:00-00:00,2025-06-06T21:00:00-00:00,2025-06-06,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T23:00:00-00:00,2025-06-07T00:00:00-00:00,2025-06-06,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T06:00:00-00:00,2025-06-07T07:00:00-00:00,2025-06-06,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T09:00:00-00:00,2025-06-06T10:00:00-00:00,2025-06-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T13:00:00-00:00,2025-06-06T14:00:00-00:00,2025-06-06,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T19:00:00-00:00,2025-06-06T20:00:00-00:00,2025-06-06,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T14:00:00-00:00,2025-06-06T15:00:00-00:00,2025-06-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T04:00:00-00:00,2025-06-07T05:00:00-00:00,2025-06-06,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T07:00:00-00:00,2025-06-06T08:00:00-00:00,2025-06-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T08:00:00-00:00,2025-06-06T09:00:00-00:00,2025-06-06,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T03:00:00-00:00,2025-06-07T04:00:00-00:00,2025-06-06,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T05:00:00-00:00,2025-06-07T06:00:00-00:00,2025-06-06,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T15:00:00-00:00,2025-06-06T16:00:00-00:00,2025-06-06,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T17:00:00-00:00,2025-06-06T18:00:00-00:00,2025-06-06,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-07T00:00:00-00:00,2025-06-07T01:00:00-00:00,2025-06-06,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T12:00:00-00:00,2025-06-06T13:00:00-00:00,2025-06-06,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
2025-06-06T10:00:00-00:00,2025-06-06T11:00:00-00:00,2025-06-06,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,5
